trip_distance_km,trip_duration_min,surge_multiplier,traffic_level,vehicle_type,weather_condition,peak_hour,pickup_zone,fuel_price_per_liter,demand_index,driver_rating,customer_rating,music_preference,customer_loyalty_score,phone_battery_level,ride_fare
7.05,12.59,1.0,High,SUV,Sunny,0,Urban,97.62,170.81,3.08,4.12,Rock,75.9,9,761.81
8.1,37.8,1.2,High,Sedan,Rainy,1,Urban,110.39,253.81,4.55,4.07,None,28.49,90,1237.86
103.83,222.41,1.0,Low,Sedan,Rainy,0,Airport,103.59,116.78,3.54,3.04,Classical,74.37,82,7185.54
37.9,111.36,1.2,Medium,Premium,Sunny,0,Airport,111.5,147.56,4.14,3.91,Rock,29.92,10,2046.51
15.56,39.99,2.0,High,Mini,Sunny,0,SemiUrban,101.78,85.27,3.92,4.9,Classical,56.59,18,1430.78
11.56,33.78,1.0,Medium,Mini,Rainy,0,Urban,,122.89,3.95,3.89,Rock,86.55,24,729.18
26.12,100.72,1.0,Medium,SUV,Rainy,1,SemiUrban,102.81,275.52,4.33,4.34,None,18.76,7,1388.39
16.94,55.54,2.0,Low,Mini,Sunny,0,Urban,104.81,220.2,3.82,4.41,None,71.73,19,1550.46
1.99,23.47,1.2,Low,Mini,Foggy,1,SemiUrban,93.79,218.48,3.5,3.06,Pop,81.14,86,553.13
7.09,19.27,1.0,Medium,SUV,Sunny,0,Airport,105.11,112.46,3.82,3.56,Pop,97.38,13,757.05
28.92,92.18,1.0,Medium,Sedan,Rainy,1,Urban,97.19,86.55,4.65,4.88,Classical,19.08,65,1153.06
26.7,89.02,1.2,Medium,Sedan,Sunny,0,Urban,112.89,271.86,4.12,4.02,None,50.11,67,5126.42
2.06,18.56,1.2,Low,Sedan,Foggy,0,Airport,111.42,285.91,4.95,4.96,Rock,29.4,43,819.22
9.66,51.61,1.2,Medium,Mini,Sunny,1,Urban,90.48,63.4,4.57,4.79,Classical,43.57,42,754.52
10.01,34.06,1.2,Medium,Sedan,Rainy,0,Airport,104.81,182.54,4.65,3.56,Rock,6.65,2,1080.87
27.2,51.65,1.5,Medium,Sedan,,1,Airport,91.36,159.95,4.57,3.53,Pop,89.38,78,1667.07
1.77,,1.0,High,Mini,Sunny,0,SemiUrban,107.08,234.6,,,Pop,32.08,16,2403.76
5.06,25.64,1.5,Low,SUV,Rainy,0,Airport,117.05,125.45,4.61,4.02,Rock,98.89,10,1203.1
32.2,97.61,2.5,Medium,Mini,Foggy,0,Urban,116.02,205.14,4.26,4.79,None,44.04,64,3145.62
7.96,35.23,1.0,Medium,Mini,Foggy,1,Urban,97.31,70.65,3.45,,Pop,35.41,12,565.38
26.46,48.77,1.5,Low,Mini,Rainy,0,Urban,94.2,255.74,3.19,4.57,Pop,50.4,63,1520.6
10.29,39.88,1.0,Low,Sedan,Rainy,0,Airport,113.73,109.67,4.0,4.16,Classical,13.99,51,775.5
4.88,10.99,1.0,Low,SUV,Foggy,1,Airport,106.39,128.48,4.17,3.46,None,84.63,41,698.52
10.48,25.87,2.0,High,Sedan,Sunny,1,Urban,102.71,144.56,3.7,3.84,Classical,80.79,66,1399.12
29.17,115.2,1.0,Medium,Mini,Sunny,0,SemiUrban,114.31,101.65,4.26,3.83,None,82.33,63,1052.05
34.37,88.37,1.0,Medium,Mini,Sunny,0,Airport,97.58,252.22,3.3,4.98,Rock,41.48,3,1394.08
33.38,,1.2,Low,Sedan,Sunny,1,Urban,96.74,67.17,4.61,4.1,Pop,35.87,57,1505.41
16.49,54.96,1.0,High,Mini,Foggy,0,Urban,108.36,283.38,3.8,3.15,Rock,95.88,25,944.88
27.06,,1.2,Low,Mini,,1,Urban,98.18,282.65,4.45,4.15,Classical,56.78,56,1343.37
8.99,25.47,1.0,Medium,Sedan,Sunny,0,Urban,102.8,256.84,4.71,4.13,Pop,88.89,34,580.88
12.43,32.19,1.0,High,SUV,Rainy,0,Urban,103.64,288.04,3.48,3.96,Classical,25.96,98,981.73
35.96,90.94,1.0,Low,SUV,Foggy,0,Urban,96.15,240.29,4.09,,Rock,54.46,87,1413.79
1.51,-5.09,1.2,Medium,SUV,Rainy,0,Urban,91.85,190.65,3.25,3.5,None,67.44,34,708.65
4.33,10.22,1.2,Low,Mini,Rainy,1,SemiUrban,113.0,230.41,3.09,3.41,Classical,9.82,6,624.94
9.11,34.55,1.2,Low,Sedan,Sunny,0,Urban,113.51,50.99,3.08,3.18,Classical,88.38,7,769.23
2.03,9.46,1.2,Medium,Sedan,Sunny,0,Urban,107.95,221.36,4.9,3.76,Classical,44.17,93,693.44
8.08,32.68,1.0,Low,Mini,Sunny,1,Airport,94.46,60.51,3.09,4.44,None,79.68,24,627.89
,81.05,1.5,Medium,Sedan,Sunny,1,Urban,104.29,271.91,4.21,4.16,Rock,79.89,4,1744.19
17.44,54.2,1.0,Low,Mini,Sunny,0,Urban,95.34,274.13,3.11,3.03,Classical,68.14,37,793.71
35.81,102.17,1.0,Medium,Mini,Rainy,0,SemiUrban,,78.58,4.43,4.67,Pop,37.99,25,1253.2
32.88,99.46,1.5,Low,Mini,Sunny,0,SemiUrban,110.92,219.91,3.98,3.8,Rock,56.15,43,1792.6
14.33,45.58,1.0,Medium,Premium,Sunny,0,SemiUrban,90.94,217.04,,4.41,Pop,80.62,50,1046.52
11.12,49.12,1.2,Low,SUV,Sunny,1,SemiUrban,90.05,174.52,4.21,4.53,Classical,10.26,67,967.34
15.81,42.45,1.0,High,Sedan,Foggy,0,Urban,119.51,56.26,3.67,3.95,None,81.76,84,930.0
24.02,45.08,1.2,Medium,Mini,Rainy,1,SemiUrban,91.2,78.53,3.3,4.58,Pop,28.69,4,1064.28
11.45,31.63,1.0,Medium,Mini,Sunny,1,Urban,115.98,214.82,4.48,4.22,Classical,37.8,32,765.59
25.34,86.72,2.5,High,Sedan,Sunny,0,Urban,118.67,182.4,3.76,4.59,Classical,28.34,87,2978.96
16.97,,1.0,Low,Sedan,Foggy,0,SemiUrban,99.24,61.56,3.94,4.37,Pop,98.22,53,801.46
22.53,84.62,1.2,Low,SUV,Foggy,0,SemiUrban,106.2,179.39,3.08,3.33,Pop,71.31,79,1408.83
18.01,47.92,2.0,Low,Mini,Sunny,0,SemiUrban,109.42,262.31,4.13,3.48,Pop,99.8,79,1476.85
12.48,35.5,1.2,Low,Sedan,Sunny,1,Urban,105.61,272.62,4.03,3.85,Pop,9.61,66,870.37
37.99,122.77,1.2,High,Premium,Foggy,1,Urban,96.41,224.25,4.5,3.76,Rock,96.84,77,2118.26
30.78,100.52,1.2,Low,Mini,Rainy,0,Airport,107.44,215.66,3.96,3.62,Pop,22.65,94,1623.9
6.46,,1.2,High,Sedan,,0,Urban,97.76,242.28,4.69,3.93,Rock,1.86,12,896.4
34.87,125.22,1.5,Medium,Mini,Sunny,1,SemiUrban,,83.35,3.7,4.04,Rock,21.62,15,1768.4
20.01,66.33,1.0,Low,Mini,Foggy,0,Urban,105.17,97.55,4.49,4.82,Rock,18.41,77,815.7
35.89,102.06,2.0,High,SUV,Sunny,0,SemiUrban,101.16,171.43,3.48,3.6,Rock,74.74,65,2917.81
32.19,79.46,1.2,High,Sedan,Rainy,0,SemiUrban,90.82,162.76,4.73,3.11,Pop,67.17,94,1597.1
17.58,66.36,1.5,High,Sedan,Sunny,1,SemiUrban,118.49,96.09,3.7,3.63,Pop,35.57,71,1443.28
1.88,9.44,1.0,Medium,Mini,Rainy,0,Airport,91.19,219.56,4.47,4.43,Classical,18.52,71,569.48
11.48,55.66,2.0,Low,SUV,Rainy,0,Urban,,235.27,4.61,3.76,Pop,35.95,16,2020.85
22.12,75.52,1.0,Low,Mini,Sunny,1,Airport,95.69,117.71,3.33,3.39,Pop,96.57,47,940.77
25.71,98.76,1.5,Medium,Mini,Sunny,0,SemiUrban,94.26,128.23,4.6,3.77,Rock,30.17,81,1586.32
11.06,32.38,1.0,Low,SUV,Sunny,1,Airport,92.07,114.33,3.58,4.44,Classical,68.74,76,849.96
6.43,36.21,1.2,Medium,SUV,Foggy,0,Airport,102.77,119.65,4.19,3.19,Pop,33.54,99,1043.26
33.56,101.87,1.2,Medium,SUV,,1,Airport,107.61,141.17,4.04,4.39,Rock,80.58,15,1777.6
39.39,93.15,1.0,Low,Sedan,Sunny,1,Urban,117.11,160.27,4.17,3.27,Pop,57.59,86,1421.2
21.5,83.34,1.2,Medium,Mini,Sunny,0,SemiUrban,113.51,171.05,4.58,4.96,Classical,66.61,92,1153.89
7.7,35.48,1.0,High,SUV,Rainy,0,Airport,94.79,171.23,,3.89,Pop,3.79,27,1003.36
11.62,26.07,1.2,Low,Sedan,Sunny,0,Airport,95.03,204.32,3.5,3.78,Pop,73.57,32,881.18
1.72,15.09,1.5,Low,Mini,Sunny,0,SemiUrban,90.24,136.03,3.38,4.17,Pop,26.9,54,471.46
36.66,99.82,1.0,Low,Mini,Sunny,1,Urban,110.63,175.85,3.17,3.29,Pop,64.38,52,1255.75
,7.9,1.2,Low,Mini,Foggy,1,SemiUrban,90.52,176.52,4.41,3.67,Pop,41.91,56,572.01
23.48,51.77,1.2,Low,Mini,Foggy,0,SemiUrban,94.16,74.17,3.95,4.14,None,32.06,60,1064.07
11.69,45.34,1.0,Low,Mini,Sunny,1,Urban,109.04,207.34,3.3,3.14,Classical,35.06,37,637.44
22.61,73.77,2.5,Low,Mini,Sunny,0,SemiUrban,94.51,119.54,3.97,3.51,Rock,11.65,26,2110.41
26.41,67.22,1.2,Medium,Mini,Sunny,0,Airport,94.6,61.74,4.97,3.99,Classical,13.33,6,1280.24
33.36,91.99,1.0,Low,Mini,Rainy,0,Urban,,211.78,,4.35,Classical,11.78,52,1292.66
9.05,35.66,1.0,Low,Mini,Sunny,0,SemiUrban,101.56,62.1,4.74,3.62,Pop,67.41,76,410.36
1.43,14.96,1.2,High,Mini,Sunny,0,Urban,90.24,160.47,3.18,4.25,Pop,28.05,33,561.7
6.34,11.53,1.0,Medium,Mini,Sunny,0,Airport,112.38,205.29,4.8,3.5,Pop,95.99,91,696.57
36.1,149.5,1.0,Low,Mini,Foggy,0,Airport,113.21,299.65,4.12,3.87,Pop,82.05,94,1470.49
35.08,84.08,1.0,High,Sedan,Rainy,0,Urban,101.0,178.78,4.08,3.84,Pop,34.52,63,1317.5
24.3,89.3,1.2,Low,Sedan,Rainy,0,Urban,113.94,129.55,3.28,3.07,Pop,51.59,9,1342.96
24.42,59.28,1.2,Low,Mini,Rainy,0,Urban,98.54,173.0,3.91,4.88,Pop,78.5,71,1130.63
26.94,109.43,1.0,High,Mini,Rainy,0,Airport,119.57,98.93,3.97,4.51,Classical,14.62,57,1298.03
7.84,,1.2,Low,SUV,Rainy,1,Airport,101.93,159.49,3.28,4.17,Pop,18.26,29,1016.81
36.66,84.24,2.5,High,Sedan,Sunny,1,Airport,,268.27,3.67,3.65,Pop,37.87,22,3779.93
17.33,66.65,2.5,High,Sedan,Sunny,1,Airport,99.67,84.03,4.76,4.65,Classical,52.24,34,2568.11
15.94,61.14,2.0,Low,Sedan,Rainy,0,SemiUrban,103.52,182.54,3.07,4.41,Rock,12.71,73,1791.41
21.24,65.49,1.5,Low,Mini,,1,Airport,,205.2,,3.28,Rock,46.66,36,1522.03
2.83,6.09,1.0,Low,Sedan,Sunny,0,Urban,100.43,128.25,4.56,4.13,None,19.62,73,385.39
7.49,25.54,1.0,Low,Sedan,Sunny,0,Urban,109.7,233.98,4.94,3.53,Pop,87.91,58,689.72
29.78,113.64,1.0,High,Mini,Foggy,1,SemiUrban,94.38,215.93,4.32,4.45,Rock,93.52,62,1315.98
4.23,5.32,1.2,Medium,Sedan,Rainy,0,SemiUrban,104.51,166.0,3.08,3.84,Classical,73.56,69,668.42
24.52,73.01,2.0,Low,SUV,Rainy,0,SemiUrban,98.19,210.02,4.44,3.51,Pop,13.7,28,2338.58
10.57,39.68,1.0,Medium,Mini,Rainy,0,Urban,117.6,260.07,4.46,4.84,None,68.76,9,783.04
16.18,48.89,1.2,Low,Mini,Sunny,0,SemiUrban,114.74,200.1,4.07,,Pop,53.94,73,967.7
12.26,48.91,1.2,Low,Mini,Sunny,0,SemiUrban,104.62,192.2,3.76,4.64,Classical,84.95,33,727.52
14.87,32.38,1.0,Low,Mini,Sunny,0,Urban,103.61,205.36,3.88,3.19,Pop,38.15,55,693.42
,84.38,1.2,Medium,Mini,Sunny,0,Urban,115.02,218.89,4.89,4.51,Classical,98.06,38,1423.32
12.59,38.0,1.0,Low,Mini,Rainy,0,Airport,110.71,150.79,4.77,3.16,None,80.11,69,864.36
,83.56,2.5,Medium,Mini,Sunny,1,SemiUrban,110.5,259.2,3.57,3.21,Pop,20.23,49,2542.27
19.57,47.85,1.2,Low,SUV,Sunny,1,Urban,106.45,280.98,3.15,3.33,None,66.96,11,1202.11
26.88,80.06,1.2,Medium,Sedan,Sunny,1,SemiUrban,,205.47,4.49,4.38,None,51.87,72,1327.67
37.54,,1.0,Low,Sedan,Sunny,0,Airport,95.68,271.68,4.07,3.77,Rock,73.54,29,1596.87
29.57,67.76,1.2,Low,Mini,Sunny,1,SemiUrban,115.86,236.16,4.28,4.69,Rock,37.56,75,1298.45
9.38,36.25,1.0,Medium,Mini,Sunny,0,SemiUrban,105.62,155.74,4.89,4.49,None,1.35,45,575.12
2.22,22.25,1.0,Medium,SUV,Sunny,0,Airport,108.64,174.0,4.89,4.53,None,38.76,48,693.02
11.23,51.62,1.0,Low,Mini,Sunny,0,SemiUrban,118.87,192.53,4.66,4.86,Pop,65.82,29,621.06
24.21,97.77,1.0,Medium,Mini,Sunny,1,Airport,102.74,284.77,3.53,4.19,Classical,13.42,13,1155.98
3.01,15.79,1.2,Low,SUV,Sunny,1,Airport,110.04,212.02,4.6,4.71,Rock,93.86,31,921.67
20.36,82.06,1.0,Medium,Mini,Sunny,1,Airport,105.66,177.14,4.69,3.51,Pop,33.67,49,971.12
24.28,90.29,2.0,Medium,Mini,Sunny,1,SemiUrban,117.95,80.85,3.0,4.84,None,59.0,66,2017.27
14.04,47.59,1.0,High,Premium,Sunny,0,SemiUrban,,216.72,3.82,4.88,None,11.07,71,1194.59
31.07,98.99,1.0,Medium,Mini,Rainy,0,Urban,97.68,188.68,3.63,3.78,Pop,2.49,58,1179.85
5.16,32.04,2.0,Low,Sedan,Sunny,0,SemiUrban,104.48,285.0,4.69,3.67,None,52.35,51,1284.79
,7.58,1.0,High,SUV,Foggy,0,SemiUrban,117.5,135.51,3.22,3.6,Rock,47.26,89,664.59
29.4,90.14,1.0,Medium,Mini,Sunny,0,Airport,105.02,248.86,4.24,3.96,Rock,99.78,59,1141.58
20.32,57.0,1.0,High,SUV,Sunny,1,Airport,94.38,120.63,4.02,4.32,Pop,82.45,77,1131.49
27.85,66.95,1.5,Low,Sedan,Sunny,0,SemiUrban,106.25,92.94,4.85,4.01,Classical,70.29,60,1383.57
17.96,40.41,1.5,Medium,SUV,Sunny,0,SemiUrban,101.63,53.05,3.95,4.06,Pop,64.05,92,1250.58
,39.64,1.0,Medium,Mini,Sunny,0,SemiUrban,109.49,273.86,3.15,3.12,Classical,94.5,22,638.09
32.94,127.27,1.2,Medium,Premium,Sunny,0,Urban,97.24,161.15,4.78,4.79,Rock,89.31,88,1931.08
32.18,109.9,1.2,High,Sedan,Rainy,0,Urban,99.67,120.3,4.2,3.35,Rock,9.92,50,1712.4
28.09,92.42,2.0,Medium,Sedan,Rainy,0,Airport,105.5,150.79,4.34,4.44,Rock,31.46,65,2664.36
11.61,47.3,1.0,Medium,SUV,Sunny,0,SemiUrban,,227.96,4.44,3.61,None,21.44,46,845.37
24.02,77.66,1.5,Low,Sedan,Sunny,0,Airport,96.32,148.32,4.66,,None,66.98,31,1608.02
15.08,53.16,1.0,Low,Mini,Rainy,0,Urban,114.04,106.43,4.48,3.01,Classical,85.4,32,743.25
4.57,12.91,1.0,Low,Mini,Sunny,1,Urban,118.18,71.95,3.51,4.63,Pop,94.82,18,487.02
36.78,141.78,1.0,Low,Mini,Sunny,0,Urban,119.09,205.43,4.92,4.92,None,99.57,90,1391.51
6.34,33.3,1.5,Low,Sedan,Sunny,0,Airport,118.12,293.17,3.29,3.25,Rock,86.27,24,1205.84
38.06,93.61,1.2,Low,SUV,Sunny,1,Urban,118.26,208.7,3.83,3.38,Rock,34.05,82,1746.13
18.39,48.48,1.2,Medium,Sedan,Sunny,0,SemiUrban,114.63,286.72,4.06,3.14,Classical,20.16,56,1191.12
8.22,14.47,1.2,Medium,Sedan,Sunny,0,Airport,112.07,269.5,3.11,3.16,Rock,27.29,39,957.97
22.13,43.6,1.2,Medium,SUV,Sunny,1,Urban,96.96,88.96,3.25,4.1,Pop,69.82,2,1197.47
35.04,127.41,1.5,Medium,Mini,Sunny,0,Airport,103.25,269.76,3.38,3.33,Rock,64.76,89,2172.14
29.56,82.86,1.0,Medium,Sedan,Sunny,0,Airport,101.94,50.27,,3.44,None,83.98,77,1293.53
32.46,77.33,1.0,Low,Mini,Sunny,0,Airport,111.91,177.41,4.2,3.9,Pop,26.74,80,1253.99
26.69,113.31,1.0,High,Mini,Sunny,0,Urban,104.26,180.68,,3.96,Classical,56.47,50,1183.17
28.0,97.37,1.0,Low,Sedan,Sunny,1,Urban,100.81,231.71,4.47,3.58,Rock,90.66,76,1219.54
34.12,132.48,1.5,High,Mini,Sunny,0,SemiUrban,114.42,239.01,3.91,4.96,Classical,6.98,94,2083.84
10.74,,1.2,Medium,Mini,Sunny,0,SemiUrban,112.5,107.92,3.32,3.23,Rock,36.05,23,699.25
20.09,60.69,1.5,Low,Sedan,Sunny,1,SemiUrban,101.06,270.51,4.12,3.38,Classical,8.03,90,1386.48
,45.33,1.0,Low,Sedan,,0,SemiUrban,102.58,94.78,3.77,3.86,Classical,75.1,66,644.29
39.52,142.42,1.2,Low,Sedan,Sunny,0,SemiUrban,116.8,290.37,4.3,3.58,Classical,5.49,68,1845.03
37.82,148.33,1.0,Low,Premium,Sunny,1,Airport,111.98,296.28,4.96,4.67,Classical,94.6,42,1932.47
2.54,7.39,2.0,Low,Sedan,Sunny,1,SemiUrban,110.7,224.2,4.46,3.35,Rock,83.47,58,915.92
28.52,106.13,1.0,Medium,Sedan,Sunny,1,Urban,111.35,212.17,4.02,4.43,Pop,5.71,8,1248.47
37.08,157.43,1.2,Low,Mini,Rainy,0,Airport,93.07,294.8,4.23,3.25,Rock,81.84,92,1910.34
8.04,28.62,1.5,Medium,Sedan,Rainy,0,SemiUrban,106.91,110.5,4.55,3.54,Pop,10.98,56,975.52
23.15,88.03,2.0,High,Mini,Sunny,0,SemiUrban,98.73,210.67,3.46,4.48,Rock,70.1,9,2072.88
36.7,110.16,1.0,Medium,Sedan,Sunny,0,Airport,92.54,151.54,3.27,3.18,None,69.54,47,1442.42
2.32,13.28,1.0,Low,Mini,Sunny,0,Airport,111.93,91.89,4.15,4.82,Pop,96.4,99,512.79
28.2,103.39,1.0,Low,Mini,Sunny,1,Airport,99.13,81.94,4.49,3.64,Classical,45.71,71,1136.13
12.6,46.38,1.0,Low,Sedan,Sunny,0,Airport,99.3,225.09,,3.67,Rock,75.13,58,839.16
37.05,,1.2,Medium,Sedan,Sunny,0,SemiUrban,109.2,107.25,3.39,3.47,None,56.61,44,1751.67
38.87,120.62,2.0,Medium,Mini,Sunny,0,Airport,109.99,199.84,4.28,,Classical,98.04,36,2945.63
37.83,104.22,1.0,Medium,Sedan,Rainy,0,Airport,104.22,109.4,4.35,4.28,Rock,50.25,43,1617.9
19.49,62.06,1.2,Low,Sedan,Foggy,0,SemiUrban,106.69,163.46,,3.09,Rock,94.09,98,1030.72
34.62,90.27,2.0,Low,SUV,Rainy,0,Airport,115.47,235.58,4.17,4.83,None,40.71,80,3173.9
,95.36,1.0,High,Mini,Rainy,0,Urban,,182.03,3.73,,Pop,18.83,24,1363.41
13.44,71.35,1.2,Medium,Sedan,Sunny,0,SemiUrban,,267.87,3.44,4.1,Classical,37.72,84,1058.92
33.33,72.81,2.0,High,Mini,Rainy,0,SemiUrban,109.69,181.57,3.08,3.63,Rock,44.72,7,2534.14
2.44,11.6,2.0,High,Mini,Sunny,0,Airport,108.11,98.56,3.8,3.32,Rock,65.65,50,1063.19
24.25,48.29,1.2,High,Sedan,Foggy,1,SemiUrban,95.58,274.28,4.54,,Classical,61.7,70,1322.11
9.97,37.2,1.0,Low,Mini,Rainy,0,SemiUrban,105.66,154.48,4.51,4.75,Pop,18.64,46,738.62
5.7,,1.0,Low,Sedan,,0,SemiUrban,112.37,266.87,4.88,3.41,Classical,12.64,1,634.86
4.0,36.71,1.2,Low,SUV,Rainy,0,Urban,111.95,108.1,3.04,3.3,Rock,51.88,27,942.82
28.16,125.09,1.0,High,Sedan,Sunny,0,SemiUrban,107.87,209.04,3.35,3.65,Classical,5.91,98,1336.68
14.26,58.75,1.0,Low,SUV,Sunny,0,Urban,93.91,91.32,4.32,3.6,Pop,61.66,46,876.59
29.27,67.32,1.5,Medium,Sedan,Rainy,1,Urban,99.12,70.02,4.08,4.48,Pop,61.36,91,1719.1
3.55,20.3,1.5,High,SUV,Sunny,0,SemiUrban,102.17,299.72,4.44,3.77,Pop,19.97,80,1107.53
13.3,61.9,1.5,High,Mini,Rainy,0,SemiUrban,113.65,52.63,3.78,3.41,Pop,94.48,39,1195.4
22.04,79.15,1.0,Medium,Sedan,Sunny,0,Airport,106.31,197.81,3.71,3.29,Classical,57.42,78,1070.56
31.84,104.96,1.0,Low,Sedan,Sunny,0,Urban,112.0,53.36,4.4,3.99,Rock,99.99,61,1166.1
13.43,51.49,1.5,Low,SUV,Rainy,0,SemiUrban,117.71,187.93,3.82,4.9,Rock,4.3,17,1433.35
25.41,88.41,1.5,Medium,Mini,Foggy,0,SemiUrban,108.72,74.98,3.52,3.83,Classical,75.74,86,1450.75
35.55,97.46,1.5,High,Mini,Sunny,0,Urban,97.11,246.88,3.6,3.07,Pop,25.64,5,1961.67
25.02,102.95,2.5,High,Premium,,0,Urban,94.19,123.18,3.44,3.55,Classical,51.85,89,3582.62
10.09,10.62,2.0,Low,Mini,Sunny,0,SemiUrban,90.02,136.09,3.02,3.66,None,10.49,19,1012.84
,15.65,1.2,Low,Mini,Rainy,0,Urban,95.27,113.08,4.38,4.24,Rock,15.0,50,542.74
34.93,92.91,1.0,Medium,Sedan,Sunny,1,SemiUrban,98.08,78.48,4.47,4.74,Classical,31.83,70,1172.07
1.83,1.58,1.2,Medium,Sedan,Rainy,0,SemiUrban,,175.08,4.58,,None,77.9,6,629.77
35.11,60.76,1.2,Low,SUV,Rainy,0,Urban,110.01,161.92,3.36,3.47,Classical,82.42,89,1737.57
21.63,,1.0,Low,Sedan,Sunny,0,SemiUrban,94.51,184.86,4.83,4.71,Pop,17.98,85,874.99
37.62,141.58,1.5,High,Sedan,Sunny,0,SemiUrban,,206.48,3.66,3.19,Rock,13.08,37,2249.95
32.15,123.01,1.0,High,Mini,Sunny,0,Urban,90.15,72.16,4.79,4.13,None,94.72,64,1280.23
39.92,154.15,1.5,Medium,Sedan,Sunny,0,Airport,97.83,153.38,3.54,3.69,None,72.13,34,2380.13
14.68,52.67,1.0,Medium,Mini,Foggy,0,SemiUrban,91.23,198.14,3.08,3.24,Pop,13.91,69,717.36
30.92,,1.2,Low,Mini,Sunny,0,SemiUrban,111.29,130.78,,3.39,None,8.11,20,1370.47
16.68,70.46,2.0,Medium,SUV,Sunny,0,Urban,100.63,97.85,4.06,3.54,Rock,38.59,22,1846.93
19.72,67.31,1.0,Low,Mini,Rainy,1,Urban,104.4,201.58,4.8,4.43,Classical,11.25,6,995.73
25.47,99.07,1.2,Low,Sedan,Sunny,0,Urban,112.84,229.6,4.34,4.98,Pop,71.07,8,1353.23
35.07,133.56,1.0,Low,SUV,,0,Urban,115.89,237.65,4.65,3.06,Classical,18.17,29,1598.07
39.38,84.34,2.0,Low,Mini,Sunny,1,Urban,105.5,131.4,4.71,4.6,Pop,49.31,54,2496.45
30.96,125.27,1.5,High,Mini,Foggy,1,Airport,109.49,74.74,3.98,,None,36.63,88,2000.63
17.29,69.43,2.0,High,Sedan,Rainy,0,Airport,112.08,278.9,4.82,3.23,Rock,62.18,23,2567.51
17.43,45.18,2.0,Medium,Mini,Rainy,0,SemiUrban,98.56,221.95,4.45,3.46,None,92.64,65,1710.62
29.77,64.49,1.5,Medium,SUV,Sunny,0,SemiUrban,111.22,287.11,3.22,3.85,Pop,41.95,20,1911.45
10.31,27.66,1.0,Low,Mini,Sunny,0,Airport,109.61,86.39,3.5,4.45,Pop,47.85,11,680.06
5.31,12.64,1.0,Medium,Premium,Sunny,0,Airport,103.29,214.31,3.21,3.48,Rock,86.54,14,936.28
14.83,32.59,1.2,Medium,SUV,Rainy,0,Urban,100.22,99.09,4.17,4.28,Classical,63.25,57,1141.25
12.2,,1.2,Medium,SUV,Sunny,0,SemiUrban,119.21,266.61,3.45,3.55,Classical,5.34,39,1086.28
12.56,24.82,1.5,Low,Mini,Sunny,0,Urban,119.59,179.88,4.88,4.65,Classical,2.85,29,1054.39
30.33,89.02,1.0,Medium,Mini,Sunny,1,Urban,110.85,183.17,4.79,3.61,Classical,93.21,12,3301.83
2.64,14.89,1.0,Low,Mini,Rainy,1,Urban,101.52,282.68,4.59,4.64,Rock,20.2,24,528.74
1.7,11.17,1.2,Low,Sedan,Rainy,0,SemiUrban,,126.01,4.76,3.64,Classical,91.16,72,566.26
39.52,105.51,1.0,Medium,Mini,Sunny,0,SemiUrban,110.38,204.75,4.69,4.1,Pop,43.56,50,1396.24
17.68,61.31,1.2,Low,SUV,Rainy,1,Urban,106.35,86.08,3.35,4.58,None,45.78,35,1235.85
15.99,53.8,1.2,Medium,Sedan,Rainy,1,SemiUrban,93.96,140.79,3.18,3.19,Pop,99.23,33,1035.53
27.51,80.97,1.5,Medium,Sedan,Rainy,0,Airport,118.4,98.69,4.4,3.33,None,51.48,36,1944.45
9.51,40.39,1.0,Low,Sedan,Rainy,0,Urban,96.98,100.33,3.68,4.91,Classical,97.33,59,696.67
38.05,145.31,2.5,High,Sedan,Sunny,0,Urban,101.8,215.27,4.25,3.36,None,63.8,41,3964.4
31.67,131.95,1.0,High,Mini,Foggy,0,Urban,100.27,121.62,,4.79,Pop,77.09,66,1360.2
4.49,9.69,1.0,Low,Mini,Sunny,0,Urban,,112.76,4.72,4.03,Classical,6.56,11,496.53
17.29,56.26,1.2,Medium,Sedan,Sunny,0,Urban,90.74,252.0,3.32,3.22,None,1.44,47,1061.3
35.29,124.54,1.0,Low,Sedan,Rainy,0,Airport,,168.45,4.77,3.95,Classical,72.05,40,1506.92
37.84,133.51,1.0,Medium,Mini,Sunny,0,Urban,112.18,145.0,3.65,,Pop,50.67,83,1339.31
19.23,62.89,1.0,High,SUV,Foggy,0,SemiUrban,90.62,253.79,4.78,3.31,Pop,79.89,55,1195.07
24.92,97.6,1.2,Low,SUV,Sunny,0,SemiUrban,110.63,172.18,3.41,4.53,None,17.88,10,1359.74
7.51,33.8,2.0,Medium,Mini,Sunny,1,Airport,93.89,253.74,3.32,3.23,None,81.62,10,1536.87
39.66,,1.2,High,Sedan,,0,Urban,111.72,129.62,4.23,3.21,None,66.46,41,1867.46
10.04,45.25,1.2,Low,Mini,Sunny,1,Airport,105.16,290.48,4.81,4.15,Pop,25.42,31,1077.58
37.77,153.46,1.0,Low,Mini,Sunny,0,Airport,119.34,280.91,3.97,4.67,None,91.05,8,1548.45
26.34,91.22,1.0,Low,SUV,Sunny,0,SemiUrban,,255.9,3.16,4.23,Pop,96.97,94,1189.67
24.7,51.48,1.0,Low,Premium,Rainy,0,Urban,112.47,103.19,4.74,3.09,Pop,45.97,46,1282.44
,65.69,2.0,Low,Sedan,Sunny,0,Urban,91.24,231.87,4.0,3.87,None,45.13,83,1921.99
